"","term","sum","matched_pathways","seed"
"4058","Water-Electrolyte Imbalance","1","Coronavirus disease - COVID-19",3011
"4059","Chickenpox","0","",3011
"4060","Fetal Weight","1","Coronavirus disease - COVID-19",3011
"4061","Chylothorax","0","",3011
"4062","Rhabdoviridae Infections","1","Coronavirus disease - COVID-19",3011
"4063","Choroid Diseases","1","Coronavirus disease - COVID-19",3011
"4064","Pigmentation Disorders","1","Coronavirus disease - COVID-19",3011
"4065","Staphylococcal Infections","1","Coronavirus disease - COVID-19",3011
"4066","Parasystole","NA","",3011
"4067","Hepatitis, Alcoholic","1","Coronavirus disease - COVID-19",3011
"4068","Radiculopathy","1","Coronavirus disease - COVID-19",3011
"4069","Cardiovascular Abnormalities","1","Coronavirus disease - COVID-19",3011
"4070","Vitamin B 6 Deficiency","0","",3011
"4071","Neoplasms","1","Coronavirus disease - COVID-19",3011
"4072","Gestational Trophoblastic Disease","0","",3011
"4073","Precancerous Conditions","1","Coronavirus disease - COVID-19",3011
"4074","Thrombasthenia","1","Coronavirus disease - COVID-19",3011
"4075","Cadaver","0","",3011
"4076","Gliosis","1","Coronavirus disease - COVID-19",3011
"4077","Dermatitis Herpetiformis","0","",3011
"4078","Peanut Hypersensitivity","1","Coronavirus disease - COVID-19",3011
"4079","Chordoma","0","",3011
"4080","Ileitis","1","Coronavirus disease - COVID-19",3011
"4081","Scleroderma, Limited","0","",3011
"4082","Philadelphia Chromosome","1","Coronavirus disease - COVID-19",3011
"4083","Alcoholic Neuropathy","0","",3011
"4084","Monilethrix","NA","",3011
"4085","Magnesium Deficiency","1","Coronavirus disease - COVID-19",3011
"4086","Gastroenteritis","1","Coronavirus disease - COVID-19",3011
"4087","Granulomatous Mastitis","0","",3011
"4088","Ankle Fractures","1","Coronavirus disease - COVID-19",3011
"4089","GATA2 Deficiency","1","Coronavirus disease - COVID-19",3011
"4090","Sarcoma, Avian","0","",3011
"4091","Respiratory Distress Syndrome, Newborn","0","",3011
"4092","Dystonia","0","",3011
"4093","Focal Infection, Dental","NA","",3011
"4094","Biliary Tract Diseases","1","Coronavirus disease - COVID-19",3011
"4095","Paraparesis, Tropical Spastic","1","Coronavirus disease - COVID-19",3011
"4096","Neuroinflammatory Diseases","1","Coronavirus disease - COVID-19",3011
"4097","Oophoritis","NA","",3011
"4098","Aphasia, Primary Progressive","0","",3011
"4099","Manganese Poisoning","1","Coronavirus disease - COVID-19",3011
"4100","Retinal Neoplasms","1","Coronavirus disease - COVID-19",3011
"4101","Bacteriuria","0","",3011
"4102","Steatorrhea","0","",3011
"4103","Myosarcoma","1","Coronavirus disease - COVID-19",3011
"4104","Odontogenic Cyst, Calcifying","0","",3011
"4105","Diffuse Neurofibrillary Tangles with Calcification","NA","",3011
"4106","Lymphoproliferative Disorders","1","Coronavirus disease - COVID-19",3011
"4107","Pancreatitis, Graft","NA","",3011
"4108","Leukemia L5178","NA","",3011
"4109","Strongyloidiasis","1","Coronavirus disease - COVID-19",3011
"4110","Tumor Virus Infections","1","Coronavirus disease - COVID-19",3011
"4111","Atrial Flutter","1","Coronavirus disease - COVID-19",3011
"4112","Fractures, Multiple","0","",3011
"4113","Nonodontogenic Cysts","NA","",3011
"4114","Foot Dermatoses","0","",3011
"4115","Exanthema Subitum","0","",3011
"4116","Neuritis, Autoimmune, Experimental","1","Coronavirus disease - COVID-19",3011
"4117","Paralyses, Familial Periodic","0","",3011
"4118","Retinal Neovascularization","1","Coronavirus disease - COVID-19",3011
"4119","Paranasal Sinus Neoplasms","NA","",3011
"4120","Neoplasms, Unknown Primary","0","",3011
"4121","Choroidal Effusions","NA","",3011
"4122","Sphingolipidoses","1","Coronavirus disease - COVID-19",3011
"4123","Enuresis","0","",3011
"4124","Dens in Dente","NA","",3011
"4125","Arachnodactyly","0","",3011
"4126","Cytomegalovirus Retinitis","0","",3011
"4127","Leukemia, T-Cell","1","Coronavirus disease - COVID-19",3011
"4128","Stomatognathic System Abnormalities","1","Coronavirus disease - COVID-19",3011
"4129","Fasciitis","0","",3011
"4130","Feline Infectious Peritonitis","1","Coronavirus disease - COVID-19",3011
"4131","Quadricuspid Aortic Valve","NA","",3011
"4132","Angioid Streaks","0","",3011
"4133","Pinealoma","0","",3011
"4134","Burns, Chemical","1","Coronavirus disease - COVID-19",3011
"4135","Diabetic Angiopathies","1","Coronavirus disease - COVID-19",3011
"4136","Equinus Deformity","0","",3011
"4137","Infertility","1","Coronavirus disease - COVID-19",3011
"4138","Anthracosilicosis","1","Coronavirus disease - COVID-19",3011
"4139","Diurnal Enuresis","NA","",3011
"4140","Malabsorption Syndromes","1","Coronavirus disease - COVID-19",3011
"4141","Travel-Related Illness","0","",3011
"4142","Fish Diseases","1","Coronavirus disease - COVID-19",3011
"4143","Hyperesthesia","0","",3011
"4144","Plagiocephaly","NA","",3011
"4145","Lymphangitis","0","",3011
"4146","Triple Negative Breast Neoplasms","1","Coronavirus disease - COVID-19",3011
"4147","Drowning","0","",3011
"4148","Drug Eruptions","1","Coronavirus disease - COVID-19",3011
"4149","Anemia, Myelophthisic","NA","",3011
"4150","Horner Syndrome","0","",3011
"4151","Eye Burns","1","Coronavirus disease - COVID-19",3011
"4152","Hypertriglyceridemic Waist","0","",3011
"4153","Labyrinthitis","0","",3011
"4154","Subphrenic Abscess","0","",3011
"4155","Tuberculosis, Cutaneous","0","",3011
"4156","Hyperbilirubinemia","1","Coronavirus disease - COVID-19",3011
"4157","Ichthyosis Vulgaris","0","",3011
"4158","HTLV-I Infections","1","Coronavirus disease - COVID-19",3011
"4159","Knee Injuries","1","Coronavirus disease - COVID-19",3011
"4160","Mediastinitis","0","",3011
"4161","Fatty Liver","1","Coronavirus disease - COVID-19",3011
"4162","Hypertension, Renal","1","Coronavirus disease - COVID-19",3011
"4163","Hypoadrenocorticism, Familial","0","",3011
"4164","Arthritis, Reactive","1","Coronavirus disease - COVID-19",3011
"4165","Ainhum","NA","",3011
"4166","Speech Disorders","0","",3011
"4167","Arsenic Poisoning","0","",3011
"4168","Aortic Arch Syndromes","1","Coronavirus disease - COVID-19",3011
"4169","Adenocarcinoma, Mucinous","0","",3011
"4170","White Muscle Disease","NA","",3011
"4171","Proteus Infections","1","Coronavirus disease - COVID-19",3011
"4172","Skin Ulcer","1","Coronavirus disease - COVID-19",3011
"4173","Eye Abnormalities","0","",3011
"4174","Protein C Deficiency","0","",3011
"4175","Liver Failure","1","Coronavirus disease - COVID-19",3011
"4176","Poxviridae Infections","1","Coronavirus disease - COVID-19",3011
"4177","Fusobacteriaceae Infections","1","Coronavirus disease - COVID-19",3011
"4178","Mucopolysaccharidosis I","0","",3011
"4179","Toxic Optic Neuropathy","NA","",3011
"4180","Skin Diseases, Bacterial","1","Coronavirus disease - COVID-19",3011
"4181","Factor XIII Deficiency","1","Coronavirus disease - COVID-19",3011
"4182","Gitelman Syndrome","0","",3011
"4183","Cystadenoma","0","",3011
"4184","Calcium Metabolism Disorders","1","Coronavirus disease - COVID-19",3011
"4185","Myxosarcoma","0","",3011
"4186","Pneumonia, Atypical Interstitial, of Cattle","NA","",3011
"4187","Teratozoospermia","1","Coronavirus disease - COVID-19",3011
"4188","Vesicovaginal Fistula","0","",3011
"4189","Lymphoma, Primary Effusion","1","Coronavirus disease - COVID-19",3011
"4190","Myositis, Inclusion Body","0","",3011
"4191","Acute Febrile Encephalopathy","1","Coronavirus disease - COVID-19",3011
"4192","Diabetes Mellitus, Lipoatrophic","NA","",3011
"4193","Follicular Cyst","NA","",3011
"4194","Androgen-Insensitivity Syndrome","0","",3011
"4195","Sotos Syndrome","0","",3011
"4196","Tooth Attrition","0","",3011
"4197","Gangliosidoses, GM2","0","",3011
"4198","Head and Neck Neoplasms","1","Coronavirus disease - COVID-19",3011
"4199","Skull Neoplasms","1","Coronavirus disease - COVID-19",3011
"4200","Hyalohyphomycosis","0","",3011
"4201","Pulmonary Emphysema","1","Coronavirus disease - COVID-19",3011
"4202","Hypoxia, Brain","1","Coronavirus disease - COVID-19",3011
"4203","Disorders of Excessive Somnolence","0","",3011
"4204","Duodenitis","1","Coronavirus disease - COVID-19",3011
"4205","Tuberculosis, Extrapulmonary","1","Coronavirus disease - COVID-19",3011
"4206","Barth Syndrome","1","Coronavirus disease - COVID-19",3011
"4207","Neoplasm Metastasis","1","Coronavirus disease - COVID-19",3011
"4208","Thyroglossal Cyst","0","",3011
"4209","Tendinopathy","1","Coronavirus disease - COVID-19",3011
"4210","Hernias, Diaphragmatic, Congenital","0","",3011
"4211","Rib Fractures","0","",3011
"4212","Dystonia Musculorum Deformans","0","",3011
"4213","Conjunctival Diseases","1","Coronavirus disease - COVID-19",3011
"4214","Neoplasms, Radiation-Induced","1","Coronavirus disease - COVID-19",3011
"4215","Staphylococcal Scalded Skin Syndrome","0","",3011
"4216","Encephalitozoonosis","1","Coronavirus disease - COVID-19",3011
"4217","Dyslipidemias","1","Coronavirus disease - COVID-19",3011
"4218","Onchocerciasis","1","Coronavirus disease - COVID-19",3011
"4219","Smoldering Multiple Myeloma","1","Coronavirus disease - COVID-19",3011
"4220","Myopericytoma","0","",3011
"4221","Purine-Pyrimidine Metabolism, Inborn Errors","1","Coronavirus disease - COVID-19",3011
"4222","Encephalomyelitis, Eastern Equine","NA","",3011
"4223","Chondrosarcoma","1","Coronavirus disease - COVID-19",3011
"4224","Snake Bites","1","Coronavirus disease - COVID-19",3011
"4225","Arteriovenous Malformations","1","Coronavirus disease - COVID-19",3011
"4226","Uniparental Disomy","0","",3011
"4227","Abortion, Missed","0","",3011
"4228","Liposarcoma","1","Coronavirus disease - COVID-19",3011
"4229","Lyme Disease","1","Coronavirus disease - COVID-19",3011
"4230","Hearing Loss, Central","0","",3011
"4231","Optic Neuropathy, Ischemic","1","Coronavirus disease - COVID-19",3011
"4232","Demyelinating Diseases","1","Coronavirus disease - COVID-19",3011
"4233","Parakeratosis","0","",3011
"4234","Diastasis, Bone","NA","",3011
"4235","Tick Paralysis","NA","",3011
"4236","Tick Bites","0","",3011
"4237","Lead Poisoning, Nervous System","0","",3011
"4238","Thymus Hyperplasia","0","",3011
"4239","LEOPARD Syndrome","0","",3011
"4240","Neurocysticercosis","1","Coronavirus disease - COVID-19",3011
"4241","Osteoblastoma","0","",3011
"4242","Warts","1","Coronavirus disease - COVID-19",3011
"4243","Coronavirus Infections","1","Coronavirus disease - COVID-19",3011
"4244","Lateral Medullary Syndrome","NA","",3011
"4245","Stomatitis, Denture","0","",3011
"4246","Leber Congenital Amaurosis","0","",3011
"4247","Loeys-Dietz Syndrome","1","Coronavirus disease - COVID-19",3011
"4248","Neoplasms, Ductal, Lobular, and Medullary","1","Coronavirus disease - COVID-19",3011
"4249","Paragonimiasis","0","",3011
"4250","Rubella Syndrome, Congenital","1","Coronavirus disease - COVID-19",3011
"4251","Necrobiotic Disorders","0","",3011
"4252","Postpartum Thyroiditis","0","",3011
"4253","Vitiligo","1","Coronavirus disease - COVID-19",3011
"4254","Hyperbilirubinemia, Neonatal","1","Coronavirus disease - COVID-19",3011
"4255","Vitelliform Macular Dystrophy","0","",3011
"4256","Hypoxia-Ischemia, Brain","1","Coronavirus disease - COVID-19",3011
"4257","Retinoblastoma","1","Coronavirus disease - COVID-19",3011
"4258","Deafness","1","Coronavirus disease - COVID-19",3011
"4259","Blepharophimosis","0","",3011
"4260","Agnosia","0","",3011
"4261","Pneumonia of Calves, Enzootic","NA","",3011
"4262","Pain, Procedural","0","",3011
"4263","Anti-Glomerular Basement Membrane Disease","0","",3011
"4264","Mucolipidoses","0","",3011
"4265","Dystonic Disorders","0","",3011
"4266","Esophagitis","1","Coronavirus disease - COVID-19",3011
"4267","Hypophosphatemia","0","",3011
"4268","High Pressure Neurological Syndrome","NA","",3011
"4269","Melioidosis","1","Coronavirus disease - COVID-19",3011
"4270","Foot Deformities, Acquired","0","",3011
"4271","Nevus, Epithelioid and Spindle Cell","0","",3011
"4272","Heart Aneurysm","0","",3011
"4273","Hypoxia","1","Coronavirus disease - COVID-19",3011
"4274","Chalazion","0","",3011
"4275","Cushing Syndrome","0","",3011
"4276","Myocardial Stunning","0","",3011
"4277","Scleroderma, Diffuse","1","Coronavirus disease - COVID-19",3011
"4278","Leukodystrophy, Globoid Cell","0","",3011
"4279","Otitis","1","Coronavirus disease - COVID-19",3011
"4280","Milk Sickness","NA","",3011
"4281","Hearing Loss, Sudden","1","Coronavirus disease - COVID-19",3011
"4282","Prolidase Deficiency","NA","",3011
"4283","Undifferentiated Connective Tissue Diseases","0","",3011
"4284","Tyrosinemias","0","",3011
"4285","Urinary Bladder, Neurogenic","0","",3011
"4286","Cholecystitis, Acute","0","",3011
"4287","Lichen Sclerosus et Atrophicus","0","",3011
"4288","Carotid Artery Diseases","1","Coronavirus disease - COVID-19",3011
"4289","Gallbladder Neoplasms","1","Coronavirus disease - COVID-19",3011
"4290","Emphysematous Cholecystitis","NA","",3011
"4291","Nodding Syndrome","0","",3011
"4292","Barotrauma","1","Coronavirus disease - COVID-19",3011
"4293","Ichthyosis, Lamellar","0","",3011
"4294","Facial Injuries","1","Coronavirus disease - COVID-19",3011
"4295","Neoplasms, Germ Cell and Embryonal","1","Coronavirus disease - COVID-19",3011
"4296","Fatigue","1","Coronavirus disease - COVID-19",3011
"4297","Leukocytosis","1","Coronavirus disease - COVID-19",3011
"4298","Myelodysplastic-Myeloproliferative Diseases","1","Coronavirus disease - COVID-19",3011
"4299","Myoepithelioma","0","",3011
"4300","Glucagonoma","0","",3011
"4301","Thyroiditis, Suppurative","0","",3011
"4302","Precursor B-Cell Lymphoblastic Leukemia-Lymphoma","1","Coronavirus disease - COVID-19",3011
"4303","Hypospadias","0","",3011
"4304","Carcinoma, Non-Small-Cell Lung","1","Coronavirus disease - COVID-19",3011
"4305","Paraneoplastic Polyneuropathy","0","",3011
"4306","Duane Retraction Syndrome","0","",3011
"4307","Periodontal Cyst","1","Coronavirus disease - COVID-19",3011
"4308","Leukoplakia, Hairy","NA","",3011
"4309","Choroideremia","0","",3011
"4310","Echinococcosis, Hepatic","1","Coronavirus disease - COVID-19",3011
"4311","Adenoma, Liver Cell","0","",3011
"4312","Hematoma, Subdural, Spinal","0","",3011
"4313","Dilatation, Pathologic","1","Coronavirus disease - COVID-19",3011
"4314","Deltaretrovirus Infections","1","Coronavirus disease - COVID-19",3011
"4315","Endocrine System Diseases","1","Coronavirus disease - COVID-19",3011
"4316","Gonadal Dysgenesis, Mixed","0","",3011
"4317","Liver Cirrhosis, Biliary","1","Coronavirus disease - COVID-19",3011
"4318","Hernia","0","",3011
"4319","Hemorrhagic Fever, Omsk","NA","",3011
"4320","Skin Diseases, Metabolic","1","Coronavirus disease - COVID-19",3011
"4321","Acantholysis","1","Coronavirus disease - COVID-19",3011
"4322","Meningoencephalitis","1","Coronavirus disease - COVID-19",3011
"4323","Spinal Neoplasms","1","Coronavirus disease - COVID-19",3011
"4324","Milk Hypersensitivity","0","",3011
"4325","Tic Disorders","0","",3011
"4326","Hypertension, Malignant","0","",3011
"4327","Heterotaxy Syndrome","0","",3011
"4328","Lafora Disease","0","",3011
"4329","Hidradenitis","1","Coronavirus disease - COVID-19",3011
"4330","Encephalocele","0","",3011
"4331","Silo Filler's Disease","NA","",3011
"4332","Furcation Defects","0","",3011
"4333","Rheumatic Fever","1","Coronavirus disease - COVID-19",3011
"4334","Lower Extremity Deformities, Congenital","0","",3011
"4335","Avian Leukosis","0","",3011
"4336","Coronary Thrombosis","1","Coronavirus disease - COVID-19",3011
"4337","Cryoglobulinemia","1","Coronavirus disease - COVID-19",3011
"4338","Olfactory Nerve Diseases","0","",3011
"4339","Striae Distensae","0","",3011
"4340","Carcinoma, Large Cell","1","Coronavirus disease - COVID-19",3011
"4341","Phyllodes Tumor","0","",3011
"4342","Patellofemoral Pain Syndrome","0","",3011
"4343","Facial Neuralgia","0","",3011
"4344","Adrenal Hyperplasia, Congenital","0","",3011
"4345","Bartonella Infections","0","",3011
"4346","Entropion","0","",3011
"4347","Coinfection","1","Coronavirus disease - COVID-19",3011
"4348","Meniere Disease","1","Coronavirus disease - COVID-19",3011
"4349","Nephritis","1","Coronavirus disease - COVID-19",3011
"4350","Thyrotoxicosis","0","",3011
"4351","Geographic Atrophy","1","Coronavirus disease - COVID-19",3011
"4352","Iatrogenic Disease","1","Coronavirus disease - COVID-19",3011
"4353","Keratoconus","1","Coronavirus disease - COVID-19",3011
"4354","Pneumonia, Lipid","NA","",3011
"4355","Liver Cirrhosis","1","Coronavirus disease - COVID-19",3011
"4356","Bardet-Biedl Syndrome","0","",3011
"4357","Eclampsia","0","",3011
"4358","Glucose Metabolism Disorders","1","Coronavirus disease - COVID-19",3011
"4359","Cardiac Tamponade","1","Coronavirus disease - COVID-19",3011
"4360","Friedreich Ataxia","1","Coronavirus disease - COVID-19",3011
"4361","Epistaxis","1","Coronavirus disease - COVID-19",3011
"4362","Central Nervous System Fungal Infections","1","Coronavirus disease - COVID-19",3011
"4363","Angioedemas, Hereditary","1","Coronavirus disease - COVID-19",3011
"4364","Primary Graft Dysfunction","1","Coronavirus disease - COVID-19",3011
"4365","Dourine","NA","",3011
"4366","Retinal Degeneration","1","Coronavirus disease - COVID-19",3011
"4367","Central Nervous System Neoplasms","1","Coronavirus disease - COVID-19",3011
"4368","Epidural Abscess","0","",3011
"4369","Leukemia, Myelogenous, Chronic, BCR-ABL Positive","1","Coronavirus disease - COVID-19",3011
"4370","Carcinoma, Medullary","1","Coronavirus disease - COVID-19",3011
"4371","Unilateral Breast Neoplasms","0","",3011
"4372","Hyperlipidemia, Familial Combined","1","Coronavirus disease - COVID-19",3011
"4373","Cholesterol Ester Storage Disease","0","",3011
"4374","Hemoperitoneum","1","Coronavirus disease - COVID-19",3011
"4375","Jacobsen Distal 11q Deletion Syndrome","0","",3011
"4376","Pancreatic Intraductal Neoplasms","0","",3011
"4377","Adrenocortical Hyperfunction","1","Coronavirus disease - COVID-19",3011
"4378","Ureteral Diseases","1","Coronavirus disease - COVID-19",3011
"4379","Anemia, Hemolytic, Congenital Nonspherocytic","0","",3011
"4380","Lightning Injuries","0","",3011
"4381","Muscle Cramp","0","",3011
"4382","Anaplasia","0","",3011
"4383","Lip Neoplasms","0","",3011
"4384","Tachycardia, Sinus","0","",3011
"4385","Degloving Injuries","0","",3011
"4386","Choanal Atresia","0","",3011
"4387","Granuloma, Plasma Cell","1","Coronavirus disease - COVID-19",3011
"4388","Progeria","1","Coronavirus disease - COVID-19",3011
"4389","Hidrocystoma","0","",3011
"4390","Hypopigmentation","1","Coronavirus disease - COVID-19",3011
"4391","Prolapse","1","Coronavirus disease - COVID-19",3011
"4392","Plaque, Amyloid","1","Coronavirus disease - COVID-19",3011
"4393","Lymphatic Diseases","1","Coronavirus disease - COVID-19",3011
"4394","Edema","1","Coronavirus disease - COVID-19",3011
"4395","Pasteurella Infections","1","Coronavirus disease - COVID-19",3011
"4396","Adenocarcinoma, Clear Cell","1","Coronavirus disease - COVID-19",3011
"4397","Adrenal Gland Diseases","0","",3011
"4398","Macular Degeneration","1","Coronavirus disease - COVID-19",3011
"4399","Mycobacterium avium-intracellulare Infection","0","",3011
"4400","Nevi and Melanomas","1","Coronavirus disease - COVID-19",3011
"4401","Liver Abscess, Pyogenic","0","",3011
"4402","Mesonephroma","0","",3011
"4403","Syncope, Vasovagal","0","",3011
"4404","Hookworm Infections","0","",3011
"4405","Sweating Sickness","NA","",3011
"4406","Trichomonas Infections","0","",3011
"4407","Langerhans Cell Sarcoma","0","",3011
"4408","Osteoradionecrosis","0","",3011
"4409","Basal Ganglia Hemorrhage","0","",3011
"4410","Phagocyte Bactericidal Dysfunction","1","Coronavirus disease - COVID-19",3011
"4411","Rubulavirus Infections","1","Coronavirus disease - COVID-19",3011
"4412","Coma, Post-Head Injury","0","",3011
"4413","Encephalitis, Arbovirus","1","Coronavirus disease - COVID-19",3011
"4414","Pain, Postoperative","1","Coronavirus disease - COVID-19",3011
"4415","Angiolymphoid Hyperplasia with Eosinophilia","1","Coronavirus disease - COVID-19",3011
"4416","Yersinia pseudotuberculosis Infections","0","",3011
"4417","Olecranon Fracture","NA","",3011
"4418","Ataxia","1","Coronavirus disease - COVID-19",3011
"4419","Pneumonia, Pneumocystis","0","",3011
"4420","Favism","0","",3011
"4421","Cystadenocarcinoma, Papillary","0","",3011
"4422","Anemia, Hemolytic, Autoimmune","1","Coronavirus disease - COVID-19",3011
"4423","Teratogenesis","0","",3011
"4424","Hyperlipoproteinemia Type IV","0","",3011
"4425","Ophthalmia, Sympathetic","0","",3011
"4426","Latex Hypersensitivity","NA","",3011
"4427","Myopia, Degenerative","0","",3011
"4428","Pneumonia, Pneumococcal","1","Coronavirus disease - COVID-19",3011
"4429","Turner Syndrome","0","",3011
"4430","Color Vision Defects","0","",3011
"4431","Amaurosis Fugax","0","",3011
"4432","Lymphatic Vessel Tumors","1","Coronavirus disease - COVID-19",3011
"4433","Incontinentia Pigmenti","1","Coronavirus disease - COVID-19",3011
"4434","Ketosis","1","Coronavirus disease - COVID-19",3011
"4435","Sulfhemoglobinemia","NA","",3011
"4436","Granulomatosis with Polyangiitis","1","Coronavirus disease - COVID-19",3011
"4437","Latent Tuberculosis","1","Coronavirus disease - COVID-19",3011
"4438","Tremor","0","",3011
"4439","Giant Cell Tumor of Tendon Sheath","0","",3011
"4440","Argyria","NA","",3011
"4441","Uveomeningoencephalitic Syndrome","1","Coronavirus disease - COVID-19",3011
"4442","Nails, Ingrown","0","",3011
"4443","Lead Poisoning","1","Coronavirus disease - COVID-19",3011
"4444","Urinary Tract Infections","1","Coronavirus disease - COVID-19",3011
"4445","Radiation Fibrosis Syndrome","NA","",3011
"4446","Myasthenic Syndromes, Congenital","0","",3011
"4447","Enterobiasis","0","",3011
"4448","Granuloma, Giant Cell","0","",3011
"4449","Hutchinson's Melanotic Freckle","0","",3011
"4450","Mastocytoma, Skin","0","",3011
"4451","Candidiasis, Chronic Mucocutaneous","1","Coronavirus disease - COVID-19",3011
"4452","Heart Block","1","Coronavirus disease - COVID-19",3011
"4453","Erythema Infectiosum","0","",3011
"4454","Liver Diseases, Parasitic","1","Coronavirus disease - COVID-19",3011
"4455","Granuloma, Pyogenic","0","",3011
"4456","Herpes Labialis","0","",3011
"4457","Thyroid Crisis","0","",3011
"4458","Seroma","0","",3011
"4459","Tendon Injuries","1","Coronavirus disease - COVID-19",3011
"4460","Glossopharyngeal Nerve Diseases","0","",3011
"4461","Carcinoma, Lobular","0","",3011
"4462","Capillary Leak Syndrome","1","Coronavirus disease - COVID-19",3011
"4463","Mucocutaneous Lymph Node Syndrome","1","Coronavirus disease - COVID-19",3011
"4464","Mediastinal Neoplasms","1","Coronavirus disease - COVID-19",3011
"4465","Cattle Diseases","1","Coronavirus disease - COVID-19",3011
"4466","Salivary Calculi","0","",3011
"4467","Hemangiopericytoma","0","",3011
"4468","Pulmonary Heart Disease","0","",3011
"4469","Leukemoid Reaction","1","Coronavirus disease - COVID-19",3011
"4470","Diabetes Complications","1","Coronavirus disease - COVID-19",3011
"4471","Mixed Connective Tissue Disease","0","",3011
"4472","Echinococcosis","1","Coronavirus disease - COVID-19",3011
"4473","Bartter Syndrome","0","",3011
"4474","Atrial Fibrillation","1","Coronavirus disease - COVID-19",3011
"4475","Sandhoff Disease","0","",3011
"4476","Ossification of Posterior Longitudinal Ligament","1","Coronavirus disease - COVID-19",3011
"4477","Rift Valley Fever","1","Coronavirus disease - COVID-19",3011
"4478","Lung Diseases, Parasitic","0","",3011
"4479","Malignant Hyperthermia","0","",3011
"4480","Ovarian Neoplasms","1","Coronavirus disease - COVID-19",3011
"4481","Facial Hemiatrophy","0","",3011
"4482","Iris Neoplasms","0","",3011
"4483","Epilepsy, Complex Partial","NA","",3011
"4484","Wallerian Degeneration","0","",3011
"4485","XYY Karyotype","0","",3011
"4486","Endometrial Neoplasms","1","Coronavirus disease - COVID-19",3011
"4487","Ureteral Obstruction","1","Coronavirus disease - COVID-19",3011
"4488","Polyarteritis Nodosa","0","",3011
"4489","Lentivirus Infections","1","Coronavirus disease - COVID-19",3011
"4490","Anorexia","0","",3011
"4491","Exotropia","0","",3011
"4492","Epilepsies, Myoclonic","0","",3011
"4493","Eructation","0","",3011
"4494","Pancreatic Pseudocyst","0","",3011
"4495","Ankyloglossia","0","",3011
"4496","Osteolysis, Essential","0","",3011
"4497","Sleep-Wake Transition Disorders","NA","",3011
"4498","Dendritic Cell Sarcoma, Interdigitating","0","",3011
"4499","Fuchs' Endothelial Dystrophy","1","Coronavirus disease - COVID-19",3011
"4500","Pemphigoid, Benign Mucous Membrane","0","",3011
"4501","Short Rib-Polydactyly Syndrome","0","",3011
"4502","Galactosemias","0","",3011
"4503","Pregnancy, Cornual","NA","",3011
"4504","Paralysis, Hyperkalemic Periodic","0","",3011
"4505","Uveitis, Anterior","1","Coronavirus disease - COVID-19",3011
"4506","Rheumatic Nodule","NA","",3011
"4507","Gingival Recession","0","",3011
"4508","Cecal Diseases","1","Coronavirus disease - COVID-19",3011
"4509","Pneumonia, Ventilator-Associated","1","Coronavirus disease - COVID-19",3011
"4510","Abortion, Threatened","0","",3011
"4511","von Hippel-Lindau Disease","0","",3011
"4512","Sclerema Neonatorum","NA","",3011
"4513","Postoperative Cognitive Complications","0","",3011
"4514","Arnold-Chiari Malformation","0","",3011
"4515","Pagetoid Reticulosis","NA","",3011
"4516","Polyradiculoneuropathy, Chronic Inflammatory Demyelinating","1","Coronavirus disease - COVID-19",3011
"4517","Echolalia","NA","",3011
"4518","Meigs Syndrome","0","",3011
"4519","Asthenozoospermia","0","",3011
"4520","Muscle Rigidity","0","",3011
"4521","Scarlet Fever","0","",3011
"4522","Non-Muscle Invasive Bladder Neoplasms","NA","",3011
"4523","Amnesia","1","Coronavirus disease - COVID-19",3011
"4524","Reticulocytosis","NA","",3011
"4525","Abnormalities, Multiple","1","Coronavirus disease - COVID-19",3011
"4526","Osteitis Deformans","1","Coronavirus disease - COVID-19",3011
"4527","Borna Disease","0","",3011
"4528","Pseudohypoaldosteronism","0","",3011
"4529","Bronchial Neoplasms","1","Coronavirus disease - COVID-19",3011
"4530","Mesenteric Vascular Occlusion","0","",3011
"4531","Ventricular Dysfunction, Right","1","Coronavirus disease - COVID-19",3011
"4532","Penetrating Atherosclerotic Ulcer","NA","",3011
"4533","Brenner Tumor","NA","",3011
"4534","Gynecomastia","0","",3011
"4535","Dystocia","0","",3011
"4536","Nephrotic Syndrome","1","Coronavirus disease - COVID-19",3011
"4537","Pilomatrixoma","0","",3011
"4538","Aniseikonia","NA","",3011
"4539","Non-Filarial Lymphedema","NA","",3011
"4540","Rodent Diseases","1","Coronavirus disease - COVID-19",3011
"4541","Corpse Dismemberment","NA","",3011
"4542","Myoglobinuria","0","",3011
"4543","Retinal Necrosis Syndrome, Acute","0","",3011
"4544","DNA Repair-Deficiency Disorders","1","Coronavirus disease - COVID-19",3011
"4545","Hydrocephalus","1","Coronavirus disease - COVID-19",3011
"4546","Varicose Veins","1","Coronavirus disease - COVID-19",3011
"4547","Malignant Carcinoid Syndrome","0","",3011
"4548","Kluver-Bucy Syndrome","NA","",3011
"4549","Lymphoma, T-Cell, Cutaneous","1","Coronavirus disease - COVID-19",3011
"4550","Hypercalciuria","0","",3011
"4551","Klatskin Tumor","0","",3011
"4552","Peripheral Vascular Diseases","1","Coronavirus disease - COVID-19",3011
"4553","Sublingual Gland Neoplasms","NA","",3011
"4554","Hypereosinophilic Syndrome","1","Coronavirus disease - COVID-19",3011
"4555","Diabetes, Gestational","1","Coronavirus disease - COVID-19",3011
"4556","Enterobacteriaceae Infections","1","Coronavirus disease - COVID-19",3011
"4557","Trophoblastic Tumor, Placental Site","0","",3011
"4558","Glioma, Subependymal","NA","",3011
